pos,corr_resp,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,fixation.started,line1.started,line2.started,line3.started,line4.started,fixation.stopped,probe.started,key_resp.started,trial.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
150,v,,,,,6,0,24,1,586.7357773000001,,586.7205917000001,586.7357773000001,587.7357465,587.7357465,587.7357465,587.7357465,587.7357465,588.7357156999999,588.7357156999999,589.2367168999999,v,1,0.49632180000003245,None,01,001,2024-10-16_22h57.47.638,PSY310 Task4,2024.1.5,None,2024-10-16 22h58.08.227879 +0530,
50,c,,,,,6,1,25,2,589.2523862,,589.2374606000001,589.2523862,590.2527047000001,590.2527047000001,590.2527047000001,590.2527047000001,590.2527047000001,591.2522306000001,591.2522306000001,591.6863366,c,1,0.4252458999999362,None,01,001,2024-10-16_22h57.47.638,PSY310 Task4,2024.1.5,None,2024-10-16 22h58.08.227879 +0530,
-50,x,,,,,6,2,26,0,591.7022075,,591.6870825000001,591.7022075,592.702088,592.702088,592.702088,592.702088,592.702088,593.7021661000001,593.7021661000001,594.1362303999999,x,1,0.4180619999999635,None,01,001,2024-10-16_22h57.47.638,PSY310 Task4,2024.1.5,None,2024-10-16 22h58.08.227879 +0530,
50,c,,,,,6,3,27,2,594.1521435,,594.1369770000001,594.1521435,595.1519681,595.1519681,595.1519681,595.1519681,595.1519681,596.1518831000001,596.1518831000001,596.6368500000001,c,1,0.4709207000000788,None,01,001,2024-10-16_22h57.47.638,PSY310 Task4,2024.1.5,None,2024-10-16 22h58.08.227879 +0530,
-150,z,,,,,7,0,28,3,596.6519031,,596.6375983,596.6519031,597.6519095000001,597.6519095000001,597.6519095000001,597.6519095000001,597.6519095000001,598.6518825999999,598.6518825999999,599.1859002000001,z,1,0.5217210999999224,None,01,001,2024-10-16_22h57.47.638,PSY310 Task4,2024.1.5,None,2024-10-16 22h58.08.227879 +0530,
50,c,,,,,7,1,29,2,599.2019327,,599.1866402,599.2019327,600.2016604,600.2016604,600.2016604,600.2016604,600.2016604,601.2016347000001,601.2016347000001,601.7357121,c,1,0.5272219999999379,None,01,001,2024-10-16_22h57.47.638,PSY310 Task4,2024.1.5,None,2024-10-16 22h58.08.227879 +0530,
150,v,,,,,7,2,30,1,601.75162,,601.7364556,601.75162,602.7515295000001,602.7515295000001,602.7515295000001,602.7515295000001,602.7515295000001,603.7514418000001,603.7514418000001,604.3022278999999,v,1,0.5386599999999362,None,01,001,2024-10-16_22h57.47.638,PSY310 Task4,2024.1.5,None,2024-10-16 22h58.08.227879 +0530,
150,v,,,,,7,3,31,1,604.3181237000001,,604.3029796999999,604.3181237000001,605.3180162000001,605.3180162000001,605.3180162000001,605.3180162000001,605.3180162000001,606.3180568,606.3180568,606.8520646,v,1,0.5170286000000033,None,01,001,2024-10-16_22h57.47.638,PSY310 Task4,2024.1.5,None,2024-10-16 22h58.08.227879 +0530,
150,v,,,,,8,0,32,1,606.8680240000001,,606.8528136,606.8680240000001,607.8679036999999,607.8679036999999,607.8679036999999,607.8679036999999,607.8679036999999,608.8678823,608.8678823,609.4518444,v,1,0.5707196999999269,None,01,001,2024-10-16_22h57.47.638,PSY310 Task4,2024.1.5,None,2024-10-16 22h58.08.227879 +0530,
50,c,,,,,8,1,33,2,609.4677736000001,,609.4525840000001,609.4677736000001,610.4678379,610.4678379,610.4678379,610.4678379,610.4678379,611.4676664000001,611.4676664000001,611.9350669,c,1,0.45820640000010826,None,01,001,2024-10-16_22h57.47.638,PSY310 Task4,2024.1.5,None,2024-10-16 22h58.08.227879 +0530,
-50,x,,,,,8,2,34,0,611.9508589,,611.9358317000001,611.9508589,612.9508292,612.9508292,612.9508292,612.9508292,612.9508292,613.9508182,613.9508182,614.6183245,x,1,0.6587875000000167,None,01,001,2024-10-16_22h57.47.638,PSY310 Task4,2024.1.5,None,2024-10-16 22h58.08.227879 +0530,
-50,x,,,,,8,3,35,0,614.6340292,,614.6190965000001,614.6340292,615.6339945,615.6339945,615.6339945,615.6339945,615.6339945,616.6339212,616.6339212,617.0515217,x,1,0.4154905999998846,None,01,001,2024-10-16_22h57.47.638,PSY310 Task4,2024.1.5,None,2024-10-16 22h58.08.227879 +0530,
-50,x,,,,,9,0,36,0,617.067368,,617.0523074,617.067368,618.069986,618.069986,618.069986,618.069986,618.069986,619.0671423000001,619.0671423000001,619.6178789999999,x,1,0.5369508999999653,None,01,001,2024-10-16_22h57.47.638,PSY310 Task4,2024.1.5,None,2024-10-16 22h58.08.227879 +0530,
-50,x,,,,,9,1,37,0,619.6338132000001,,619.6190726,619.6338132000001,620.6337427999999,620.6337427999999,620.6337427999999,620.6337427999999,620.6337427999999,621.6337748000001,621.6337748000001,622.0683799999999,x,1,0.4262271000000055,None,01,001,2024-10-16_22h57.47.638,PSY310 Task4,2024.1.5,None,2024-10-16 22h58.08.227879 +0530,
50,c,,,,,9,2,38,2,622.0836412000001,,622.0691526,622.0836412000001,623.0837693999999,623.0837693999999,623.0837693999999,623.0837693999999,623.0837693999999,624.0834201,624.0834201,624.6340878999999,c,1,0.5388344000000416,None,01,001,2024-10-16_22h57.47.638,PSY310 Task4,2024.1.5,None,2024-10-16 22h58.08.227879 +0530,
150,v,,,,,9,3,39,1,624.6501020000001,,624.6348704,624.6501020000001,625.6501602000001,625.6501602000001,625.6501602000001,625.6501602000001,625.6501602000001,626.6502102,626.6502102,627.2841701,v,1,0.6247928000000229,None,01,001,2024-10-16_22h57.47.638,PSY310 Task4,2024.1.5,None,2024-10-16 22h58.08.227879 +0530,
150,v,,,,,10,0,40,1,627.3000109,,627.2849322,627.3000109,628.2999901999999,628.2999901999999,628.2999901999999,628.2999901999999,628.2999901999999,629.2999047000001,629.2999047000001,629.8008104999999,v,1,0.4983473999998296,None,01,001,2024-10-16_22h57.47.638,PSY310 Task4,2024.1.5,None,2024-10-16 22h58.08.227879 +0530,
150,v,,,,,10,1,41,1,629.8166593999999,,629.8015654999999,629.8166593999999,630.8164575000001,630.8164575000001,630.8164575000001,630.8164575000001,630.8164575000001,631.8163861,631.8163861,632.3335724000001,v,1,0.5008843999999044,None,01,001,2024-10-16_22h57.47.638,PSY310 Task4,2024.1.5,None,2024-10-16 22h58.08.227879 +0530,
-150,z,,,,,10,2,42,3,632.3496653,,632.3343090000001,632.3496653,633.3497321,633.3497321,633.3497321,633.3497321,633.3497321,634.3495545999999,634.3495545999999,635.0336847000001,z,1,0.6802069000000301,None,01,001,2024-10-16_22h57.47.638,PSY310 Task4,2024.1.5,None,2024-10-16 22h58.08.227879 +0530,
50,c,,,,,10,3,43,2,635.0495275000001,,635.0344328000001,635.0495275000001,636.0495126999999,636.0495126999999,636.0495126999999,636.0495126999999,636.0495126999999,637.0493054000001,637.0493054000001,637.5335078999999,c,1,0.4683035000000473,None,01,001,2024-10-16_22h57.47.638,PSY310 Task4,2024.1.5,None,2024-10-16 22h58.08.227879 +0530,
50,c,,,,,11,0,44,2,637.54937,,637.5342816,637.54937,638.5494091999999,638.5494091999999,638.5494091999999,638.5494091999999,638.5494091999999,639.5492397999999,639.5492397999999,640.4332076000001,c,1,0.8820364000000609,None,01,001,2024-10-16_22h57.47.638,PSY310 Task4,2024.1.5,None,2024-10-16 22h58.08.227879 +0530,
-50,x,,,,,11,1,45,0,640.4490960999999,,640.4339551,640.4490960999999,641.4490831,641.4490831,641.4490831,641.4490831,641.4490831,642.4493024999999,642.4493024999999,642.966492,x,1,0.5103851999999733,None,01,001,2024-10-16_22h57.47.638,PSY310 Task4,2024.1.5,None,2024-10-16 22h58.08.227879 +0530,
150,v,,,,,11,2,46,1,642.9825880999999,,642.9672390000001,642.9825880999999,643.9823859,643.9823859,643.9823859,643.9823859,643.9823859,644.9822354,644.9822354,645.3996815,v,1,0.41159920000018246,None,01,001,2024-10-16_22h57.47.638,PSY310 Task4,2024.1.5,None,2024-10-16 22h58.08.227879 +0530,
-50,x,,,,,11,3,47,0,645.4156473999999,,645.4004407,645.4156473999999,646.4155777000001,646.4155777000001,646.4155777000001,646.4155777000001,646.4155777000001,647.4153983000001,647.4153983000001,648.0338151999999,x,1,0.6135593999999855,None,01,001,2024-10-16_22h57.47.638,PSY310 Task4,2024.1.5,None,2024-10-16 22h58.08.227879 +0530,
